chr	strand	gene_locus	gene_id	gene_name	gene_biotype	sites_position_cDNA	sites_num	cDNA_sum	c1.d14_WT1	c2.d14_WT2	c3.d14_WT3	c4.d14_WT4	t1.d14_HOM1	t2.d14_HOM2	t3.d14_HOM3	t4.d14_HOM4	logFC	logCPM	PValue	FDR
19	-	chr19:5824707-5845477	ENSMUSG00000092274	Neat1	lincRNA	[5842301]	1	67	10.4	12.9	7.1	1.1	6.9	4.2	18.6	9.1	0.278154509569941	3.46779215648982	0.667064260717969	1
19	-	chr19:5273922-5295454	ENSMUSG00000024853	Sf3b2	protein_coding	[5274307, 5273932]	2	2239	271.7	274.9	322.4	308.1	378.9	240.5	326.6	287.7	0.0607810320575599	8.244024597335	0.667238036172874	1
4	+	chr4:129960373-129963656	ENSMUSG00000085389	1700003M07Rik	lincRNA	[129965131]	1	82	8.7	15.1	12.4	8	13.8	7.3	8.7	11.1	-0.223691542723491	3.70550405372707	0.667400083260499	1
12	-	chr12:69189086-69198428	ENSMUSG00000020973	Dnaaf2	protein_coding	[69189088, 69189839]	2	168	24.4	16.7	28.4	25.3	19.3	18.8	22.9	25.2	-0.0974880543806648	4.62393661365768	0.667570179627411	1
7	-	chr7:41372922-41393259	ENSMUSG00000056383	AI987944	protein_coding	[41372925]	1	117	7	18.9	20.4	14.9	11	13.6	17.5	15.1	-0.185794857925079	4.14007079111892	0.667734379540137	1
11	-	chr11:78750505-78751728	ENSMUSG00000049489	Fam58b	protein_coding	[78750506]	1	190	31.3	29.5	22.2	23	24.8	26.1	24	23.2	-0.0959346834053318	4.78358266781188	0.66782977584784	1
19	-	chr19:3260923-3283016	ENSMUSG00000024831	Ighmbp2	protein_coding	[3260924]	1	66	5.2	12.1	3.6	10.3	8.3	14.6	6.6	8.1	0.215759843650753	3.45105000752971	0.667852705464882	1
10	-	chr10:39890017-39899237	ENSMUSG00000096687	AA474331	protein_coding	[39890018]	1	87	5.2	17.4	16	6.9	8.3	16.7	5.5	10.1	-0.25322409510512	3.76858168581729	0.667870482689111	1
X	-	chrX:10117709-10216919	ENSMUSG00000031174	Rpgr	protein_coding	[10158222]	1	201	38.3	13.6	30.2	26.4	23.4	33.5	29.5	28.3	0.161315856901733	4.87410114882171	0.668116524049906	1
2	+	chr2:129198763-129211615	ENSMUSG00000027397	Slc20a1	protein_coding	[129211607]	1	1573	226.4	234.8	219.4	187.4	254.9	128.6	251.2	186.7	-0.0849530437197089	7.73391084799699	0.668166143075283	1
X	-	chrX:51387211-51681855	ENSMUSG00000062184	Hs6st2	protein_coding	[51387212]	1	1038	175.9	131.8	137.7	134.5	148.8	160	127.8	114.1	-0.0597581711106766	7.1542463765573	0.668308574744159	1
11	+	chr11:116854263-116875634	ENSMUSG00000020818	Mfsd11	protein_coding	[116874709]	1	185	22.6	27.3	25.8	25.3	17.9	27.2	28.4	20.2	-0.116224694655403	4.74238083392746	0.668357439755859	1
8	+	chr8:72219729-72223763	ENSMUSG00000003039	Fam32a	protein_coding	[72223432, 72223021]	2	659	85.3	96.9	78.2	79.3	90.9	49.1	116.9	106	0.0907869201107862	6.49304389208635	0.668450626307404	1
11	-	chr11:69554091-69560204	ENSMUSG00000003934	Efnb3	protein_coding	[69554093]	1	2468	327.4	307.5	349.9	310.4	318.3	325.1	317.8	380.5	0.0533072687108985	8.37448453808089	0.668508992340506	1
12	+	chr12:103388681-103406349	ENSMUSG00000021203	Otub2	protein_coding	[103406342]	1	158	15.7	16.7	25.8	21.8	23.4	14.6	27.3	23.2	0.119329421245336	4.54094426368952	0.668522767781563	1
6	+	chr6:146642546-146650731	ENSMUSG00000030291	Med21	protein_coding	[146650600]	1	363	59.2	37.9	54.2	41.4	57.9	63.8	40.4	42.4	0.108608298039684	5.6756706541516	0.668610721922082	1
14	+	chr14:99046426-99074536	ENSMUSG00000022070	Bora	protein_coding	[99074538]	1	77	13.9	11.4	10.7	8	2.8	11.5	10.9	12.1	-0.153554268239813	3.63317123116734	0.668645620393723	1
12	-	chr12:65062435-65073943	ENSMUSG00000020949	Fkbp3	protein_coding	[65062435]	1	1086	135.8	145.4	138.5	146	141.9	188.2	133.2	129.2	0.0651066711761809	7.20085312875736	0.668986775506887	1
13	+	chr13:43785106-43803129	ENSMUSG00000015396	Cd83	protein_coding	[43803128]	1	183	20.9	25	30.2	24.1	26.2	27.2	21.8	18.2	-0.147321576412785	4.72994547208188	0.669020356885481	1
9	+	chr9:22225713-22243196	ENSMUSG00000057982	Zfp809	protein_coding	[22243349]	1	217	24.4	38.6	28.4	25.3	34.4	24	27.3	25.2	-0.142273386001204	4.95222211635254	0.669095217775578	1
16	-	chr16:84717575-84735741	ENSMUSG00000022889	Mrpl39	protein_coding	[84717577, 84718282]	2	346	41.8	47.7	47.1	40.2	41.3	59.6	43.7	44.4	0.0863489580176595	5.59110705241666	0.669468903911369	1
2	+	chr2:162661162-162667108	ENSMUSG00000054457	9430021M05Rik	processed_transcript	[162667109]	1	42	3.5	6.1	4.4	5.7	4.1	11.5	6.6	2	0.254147727673229	2.9535734570626	0.669637542691352	1
16	-	chr16:16312234-16359029	ENSMUSG00000022789	Dnm1l	protein_coding	[16312237, 16316167]	2	743	95.8	91.6	108.3	110.4	92.3	109.8	89.6	95.9	-0.0637781229707017	6.6646648914765	0.669811354676673	1
16	+	chr16:93711906-93810584	ENSMUSG00000022946	Dopey2	protein_coding	[93810580]	1	528	73.1	68.9	77.3	71.3	78.5	70	75.4	53.5	-0.0762487440261996	6.18821529058178	0.669869149151054	1
X	+	chrX:61709496-61710954	ENSMUSG00000057615	Ldoc1	protein_coding	[61710942]	1	49	3.5	7.6	9.8	5.7	2.8	6.3	8.7	5	-0.287174660919598	3.11322020376049	0.670136883405843	1
2	+	chr2:118663302-118698019	ENSMUSG00000074923	Pak6	protein_coding	[118698017]	1	314	41.8	49.2	33.7	33.3	31.7	78.4	30.6	32.3	0.134292730878484	5.4556365833174	0.670377808468355	1
14	-	chr14:37077849-37098310	ENSMUSG00000021803	Cdhr1	protein_coding	[37097672]	1	45	10.4	3.8	3.6	6.9	9.6	6.3	6.6	5	0.294263949129515	3.03652898294329	0.670389392465532	1
5	-	chr5:148871583-148929319	ENSMUSG00000041298	Katnal1	protein_coding	[148871584, 148876053]	2	423	64.4	56	57.7	56.3	56.5	45	54.6	64.6	-0.0720684251039311	5.87798412075927	0.670394998960114	1
9	+	chr9:73113425-73123332	ENSMUSG00000032215	Rsl24d1	protein_coding	[73123331]	1	419	47	60.6	74.6	42.5	56.5	63.8	41.5	51.5	-0.108870922633639	5.84759555402996	0.670505326338359	1
9	+	chr9:37613846-37648317	ENSMUSG00000001942	Siae	protein_coding	[37648253]	1	121	7	18.9	13.3	19.5	16.5	14.6	19.7	16.1	0.103756740926937	4.18934935599675	0.670519573334066	1
5	-	chr5:62602444-62766158	ENSMUSG00000037999	Arap2	protein_coding	[62602448]	1	267	48.8	32.6	36.4	34.5	33.1	36.6	42.6	27.3	-0.0797669902522182	5.25043081501103	0.670595346717015	1
12	+	chr12:109603979-109661715	ENSMUSG00000097451	Rian	processed_transcript	[109653984, 109636195, 109634023, 109650793, 109632075, 109654988]	6	2518	263	350.6	333	351.8	304.5	344	419.4	291.7	0.0596448994320668	8.38974719418801	0.670860670494526	1
2	+	chr2:84936578-84958508	ENSMUSG00000027074	Slc43a3	protein_coding	[84958506]	1	63	3.5	6.1	11.5	9.2	11	3.1	14.2	8.1	0.182331898441994	3.40111185942985	0.671010851219869	1
16	-	chr16:3979104-4003769	ENSMUSG00000039738	Slx4	protein_coding	[3979152]	1	76	19.2	7.6	10.7	9.2	8.3	9.4	13.1	8.1	-0.130417470146704	3.62817846600196	0.671117136006803	1
7	-	chr7:144435732-144471008	ENSMUSG00000031078	Cttn	protein_coding	[144435732]	1	605	85.3	87.1	79.9	81.6	102	54.4	77.5	83.8	-0.0850516797898331	6.37937598810457	0.671278917445123	1
6	-	chr6:119353149-119417703	ENSMUSG00000030168	Adipor2	protein_coding	[119355645, 119353150]	2	599	95.8	75.7	69.3	79.3	85.4	85.7	87.4	73.7	0.0805827778109097	6.37432052566165	0.671474952087586	1
19	+	chr19:4192157-4195418	ENSMUSG00000040385	Ppp1ca	protein_coding	[4195418]	1	2158	313.5	269.6	312.6	292	329.3	269.7	279.6	265.5	-0.053746859363827	8.19447931640287	0.671573712172332	1
12	-	chr12:76937268-76962247	ENSMUSG00000059436	Max	protein_coding	[76937271]	1	1606	207.2	216.6	197.2	223	241.1	203.9	197.7	236.2	0.0556538877343288	7.76390019348135	0.671629982686605	1
9	-	chr9:7818226-7837063	ENSMUSG00000057367	Birc2	protein_coding	[7818235]	1	299	47	40.9	45.3	33.3	41.3	28.2	51.3	34.3	-0.102260618059692	5.39786490774137	0.671768271131431	1
1	-	chr1:170298198-170306331	ENSMUSG00000102752	Gm7694	protein_coding	[170298197]	1	51	7	4.5	7.1	6.9	5.5	7.3	9.8	7.1	0.280880942394406	3.16559640301231	0.672045511669321	1
11	+	chr11:6546886-6596743	ENSMUSG00000000378	Ccm2	protein_coding	[6547683]	1	52	8.7	7.6	7.1	6.9	4.1	4.2	7.6	9.1	-0.213767955858138	3.18338338631018	0.672045511669321	1
3	-	chr3:127869057-127896323	ENSMUSG00000050549	5730508B09Rik	protein_coding	[127869810]	1	52	8.7	7.6	8.9	4.6	8.3	5.2	4.4	8.1	-0.213663585691803	3.18368922674673	0.672045511669321	1
11	-	chr11:26471321-26593998	ENSMUSG00000064090	Vrk2	protein_coding	[26471403]	1	51	7	7.6	4.4	6.9	9.6	4.2	8.7	7.1	0.169876624735474	3.16500283347217	0.672045511669321	1
13	-	chr13:99898483-99900682	ENSMUSG00000021647	Cartpt	protein_coding	[99898488, 99898757]	2	369	59.2	49.2	48	49.4	45.5	55.4	41.5	49.5	-0.0697776825799685	5.6890257942334	0.672074467918635	1
8	+	chr8:83955506-83970196	ENSMUSG00000005470	Asf1b	protein_coding	[83970193]	1	45	5.2	3.8	11.5	5.7	6.9	5.2	5.5	4	-0.325714638445444	3.02780056379535	0.672194070201459	1
10	+	chr10:80295976-80318262	ENSMUSG00000020135	Apc2	protein_coding	[80318254]	1	1007	123.6	137.1	120.8	141.4	119.9	177.7	122.3	128.2	0.0696424568360286	7.09122952557104	0.67222343023614	1
19	-	chr19:5133687-5273118	ENSMUSG00000024855	Pacs1	protein_coding	[5133158, 5133687]	2	619	81.8	86.3	63.9	93.1	93.7	72.1	87.4	88.8	0.0737616455622144	6.41367197032766	0.672365479548537	1
3	-	chr3:79455973-79567795	ENSMUSG00000061175	Fnip2	protein_coding	[79456258]	1	265	36.6	22.7	39.1	40.2	28.9	29.3	43.7	46.4	0.138015146351235	5.23950461896532	0.672402815839893	1
2	-	chr2:156147238-156180237	ENSMUSG00000027620	Rbm39	protein_coding	[156147257, 156153569]	2	447	64.4	58.3	61.3	63.2	66.1	51.2	54.6	62.6	-0.0722338676368527	5.9563035893426	0.672730401654936	1
15	+	chr15:34306679-34436241	ENSMUSG00000022324	Matn2	protein_coding	[34436237]	1	141	19.2	19.7	16.9	16.1	13.8	23	19.7	21.2	0.135653463150005	4.38921445235276	0.672825804476161	1
13	-	chr13:69573448-69611441	ENSMUSG00000021594	Srd5a1	protein_coding	[69573449]	1	126	8.7	21.2	18.6	18.4	17.9	17.8	12	15.1	-0.189651702178312	4.23741267599485	0.67284065168886	1
7	-	chr7:45207524-45211882	ENSMUSG00000030792	Dkkl1	protein_coding	[45207525]	1	106	12.2	15.9	16	8	13.8	23	9.8	12.1	0.130839368312821	4.02249663715401	0.673022577056469	1
10	+	chr10:86021971-86051872	ENSMUSG00000001786	Fbxo7	protein_coding	[86048327, 86051871]	2	359	45.3	53.8	40	46	42.7	45	55.7	52.5	0.0785676619995656	5.64323709883376	0.67337060199766	1
2	+	chr2:25706738-25707720	ENSMUSG00000049086	Bmyc	protein_coding	[25707669]	1	537	88.8	75	77.3	57.5	66.1	104.5	63.3	44.4	-0.0911541080781002	6.20946490438977	0.673689433775231	1
1	+	chr1:171270327-171276895	ENSMUSG00000052423	B4galt3	protein_coding	[171276892]	1	1103	172.4	136.3	143.9	159.8	152.9	147.4	136.5	147.4	-0.0518484538089928	7.23809814223964	0.673847719719416	1
17	+	chr17:55970466-55976616	ENSMUSG00000039154	Shd	protein_coding	[55976616]	1	525	40.1	88.6	57.7	74.7	57.9	81.5	76.5	65.6	0.0750597870359273	6.15470490349831	0.673875382494062	1
8	-	chr8:11611582-11635753	ENSMUSG00000031508	Ankrd10	protein_coding	[11611582]	1	942	120.2	124.2	132.3	115	135	131.7	111.4	135.2	0.0553095017708616	6.99883802710337	0.674067935596762	1
7	-	chr7:62417592-62420138	ENSMUSG00000070527	Mkrn3	protein_coding	[62417593]	1	429	48.8	56	62.2	54	66.1	55.4	49.1	64.6	0.0632722656919869	5.89190808985225	0.674274723682593	1
7	-	chr7:126491707-126503436	ENSMUSG00000032637	Atxn2l	protein_coding	[126491709]	1	449	67.9	55.3	70.2	29.9	46.8	91	14.2	98.9	0.175808271587096	5.94941004035299	0.674362560672261	1
7	-	chr7:29320371-29518640	ENSMUSG00000030583	Sipa1l3	protein_coding	[29320379]	1	497	62.7	63.6	58.6	75.9	88.2	48.1	68.8	72.7	0.0812629293114741	6.10918938469278	0.674369944906237	1
18	-	chr18:24104756-24121952	ENSMUSG00000047989	Ino80c	protein_coding	[24104762]	1	373	50.5	45.4	56.8	52.9	56.5	50.2	42.6	46.4	-0.0771113158788372	5.70422918990587	0.674423361111359	1
6	+	chr6:115853469-115926698	ENSMUSG00000030323	Ift122	protein_coding	[115926693]	1	206	20.9	25	31.1	27.6	28.9	36.6	30.6	18.2	0.0963256968505304	4.89043355020943	0.67465285767749	1
4	+	chr4:102741296-102973627	ENSMUSG00000028524	Sgip1	protein_coding	[102971976, 102972681, 102972111]	3	704	95.8	90.1	87	97.7	99.2	117.1	80.8	89.8	0.0694741431642519	6.59409364211468	0.674741756587128	1
11	-	chr11:43729511-43748007	ENSMUSG00000041278	Ttc1	protein_coding	[43730006]	1	430	76.6	50	56.8	60.9	66.1	58.5	45.9	57.5	-0.0641548936406071	5.91358705335525	0.674757433712475	1
4	+	chr4:116685543-116700821	ENSMUSG00000028691	Prdx1	protein_coding	[116699998]	1	47	1.7	8.3	7.1	3.4	6.9	9.4	3.3	7.1	0.195995707820587	3.06802518696004	0.674836643329892	1
1	+	chr1:53313623-53326342	ENSMUSG00000026096	Osgepl1	protein_coding	[53326339]	1	72	5.2	8.3	10.7	10.3	2.8	11.5	15.3	10.1	0.190431425153742	3.55253142856535	0.674892890415595	1
X	-	chrX:136066563-136068235	ENSMUSG00000042750	Bex2	protein_coding	[136066565]	1	7915	1189.4	1027.6	1083.5	1032.3	1089.9	980.6	1080.2	1048.7	-0.0431616727730334	10.0606602352118	0.675017859019455	1
5	-	chr5:30103583-30106085	ENSMUSG00000086815	3110082J24Rik	protein_coding	[30103576]	1	36	7	7.6	0	3.4	9.6	5.2	2.2	5	0.28692295812396	2.79951615677564	0.675337200035786	1
10	+	chr10:127666900-127701048	ENSMUSG00000040195	Tmem194	protein_coding	[127701047]	1	148	27.9	17.4	19.5	21.8	28.9	11.5	19.7	18.2	-0.125659253840463	4.46572697881376	0.675538811912211	1
2	+	chr2:48814108-48903268	ENSMUSG00000052155	Acvr2a	protein_coding	[48903264, 48900446]	2	522	61	65.9	71.9	66.7	44.1	109.8	61.2	68.6	0.10230642129933	6.15886048481389	0.675542244823195	1
18	+	chr18:44827745-44889723	ENSMUSG00000034653	Ythdc2	protein_coding	[44889699, 44834590, 44849198]	3	389	59.2	53	44.4	47.1	42.7	47	59	64.6	0.0977447721942718	5.7598289068408	0.675750157133466	1
14	-	chr14:55581515-55585301	ENSMUSG00000022217	Emc9	protein_coding	[55581520]	1	137	20.9	19.7	14.2	16.1	16.5	17.8	17.5	24.2	0.135300294041603	4.35460490530707	0.675763164268329	1
4	+	chr4:135855746-135869907	ENSMUSG00000028676	Srsf10	protein_coding	[135868779, 135858974]	2	462	38.3	64.4	56.8	74.7	52.4	62.7	72.1	62.6	0.0668252015761749	5.98725270750623	0.676059798822188	1
12	+	chr12:51690965-51738938	ENSMUSG00000020955	Ap4s1	protein_coding	[51738929]	1	501	67.9	69.7	63.9	58.6	59.2	77.4	74.3	62.6	0.0763869234983272	6.10815547445732	0.676107366662543	1
5	-	chr5:143301194-143315359	ENSMUSG00000039244	E130309D02Rik	protein_coding	[143301209]	1	429	40.1	64.4	55.1	58.6	74.4	57.5	50.2	53.5	0.0582896220012711	5.88846830612614	0.676147130645645	1
8	-	chr8:104417673-104443046	ENSMUSG00000035770	Dync1li2	protein_coding	[104417681, 104418935]	2	3266	478.9	479.4	423.6	404.7	476.7	326.2	423.8	487.5	-0.0599719373356232	8.77926161883842	0.676237654905307	1
7	-	chr7:3660097-3665839	ENSMUSG00000078813	Leng1	protein_coding	[3660102]	1	92	13.9	9.1	15.1	14.9	13.8	12.5	9.8	11.1	-0.133845520082276	3.8562356505097	0.676327713458146	1
2	-	chr2:52397950-52424900	ENSMUSG00000036093	Arl5a	protein_coding	[52397953]	1	1960	273.4	253.7	270	236.8	274.2	256.1	296	245.3	0.0525378749969802	8.05012790478595	0.676440525523456	1
10	-	chr10:56014297-56228688	ENSMUSG00000038122	Tbc1d32	protein_coding	[56014295]	1	46	3.5	5.3	8	9.2	6.9	9.4	2.2	4	-0.252985110877373	3.05053403099322	0.676451764284506	1
1	+	chr1:90998736-91128943	ENSMUSG00000026305	Lrrfip1	protein_coding	[91128936]	1	201	41.8	26.5	17.8	20.7	23.4	40.8	24	26.2	0.173686910828164	4.86776421848332	0.676672637712537	1
11	+	chr11:74925822-75164447	ENSMUSG00000038290	Smg6	protein_coding	[75164445]	1	416	52.2	54.5	52.4	56.3	45.5	57.5	52.4	70.7	0.0826892431969399	5.84815716664485	0.676692721820462	1
7	+	chr7:4922250-4925005	ENSMUSG00000035285	Nat14	protein_coding	[4925001]	1	315	55.7	43.9	33.7	33.3	35.8	43.9	42.6	51.5	0.109156299331368	5.47165823026211	0.676695308587155	1
7	+	chr7:59228749-59311535	ENSMUSG00000025326	Ube3a	protein_coding	[59310833, 59310291]	2	1610	189.8	204.5	201.6	248.3	220.5	192.4	231.5	234.2	0.0549376330604723	7.76563359366207	0.6769307993267	1
11	-	chr11:120578103-120581623	ENSMUSG00000025132	Arhgdia	protein_coding	[120578108]	1	1254	172.4	156.8	184.7	174.7	190.1	142.2	173.7	156.4	-0.0598090557289112	7.41481045669512	0.677095193607294	1
10	+	chr10:82859205-82897723	ENSMUSG00000020250	Txnrd1	protein_coding	[82897710]	1	386	54	40.1	62.2	58.6	40	73.2	44.8	41.4	-0.0892386765035217	5.75136612900712	0.677102472256525	1
17	+	chr17:65782572-65841925	ENSMUSG00000061950	Ppp4r1	protein_coding	[65841848]	1	403	48.8	53	55.9	51.7	62	51.2	55.7	52.5	0.05580456226509	5.80805437448837	0.677308952844068	1
5	+	chr5:31240863-31251565	ENSMUSG00000029148	Nrbp1	protein_coding	[31251559]	1	1483	219.4	178	175	218.4	203.9	180.9	234.8	200.9	0.065564112221139	7.66347702112575	0.677388026627863	1
19	+	chr19:57361008-57389593	ENSMUSG00000033478	Fam160b1	protein_coding	[57389584]	1	129	15.7	13.6	16.9	20.7	15.2	23	20.8	13.1	0.132992112192862	4.28039830428439	0.677508768290069	1
7	-	chr7:27158657-27166801	ENSMUSG00000058709	Egln2	protein_coding	[27158658]	1	1291	172.4	165.1	185.6	186.2	192.9	128.6	197.7	160.5	-0.0665902013191664	7.45505726246044	0.67753793216259	1
9	-	chr9:108447635-108461580	ENSMUSG00000032609	Klhdc8b	protein_coding	[108447638]	1	298	50.5	30.3	41.7	47.1	34.4	31.4	40.4	49.5	-0.0700983882269215	5.40225973435481	0.677613639468261	1
17	-	chr17:29332071-29347903	ENSMUSG00000024012	Mtch1	protein_coding	[29332076]	1	2749	386.6	345.3	367.7	404.7	350	385.8	371.4	345.2	-0.0456979235544056	8.53680052167371	0.677711206002501	1
5	+	chr5:104459449-104505818	ENSMUSG00000034462	Pkd2	protein_coding	[104505817]	1	335	33.1	51.5	47.1	36.8	45.5	46	53.5	37.3	0.0610334204828245	5.54150499010333	0.677813904705056	1
13	+	chr13:73763696-73816742	ENSMUSG00000017756	Slc12a7	protein_coding	[73816751]	1	84	10.4	9.1	10.7	18.4	12.4	8.4	9.8	12.1	-0.162432830127103	3.74485530632579	0.677990169757963	1
2	+	chr2:173000116-173015738	ENSMUSG00000027509	Rae1	protein_coding	[173015679]	1	934	130.6	128.7	109.2	144.8	103.3	91	144.2	147.4	-0.0696473394630964	6.98909420448666	0.67811994747995	1
8	+	chr8:3393005-3456600	ENSMUSG00000004568	Arhgef18	protein_coding	[3456599]	1	334	47	50.7	42.6	42.5	46.8	45	42.6	39.4	-0.0881516556351156	5.54616637075505	0.678154606341472	1
15	+	chr15:80234079-80253365	ENSMUSG00000022412	Mief1	protein_coding	[80253368, 80252643]	2	315	31.3	43.2	39.1	47.1	40	48.1	44.8	39.4	0.0740540189265246	5.46322958972988	0.678176094406646	1
8	+	chr8:34154562-34170844	ENSMUSG00000031532	Saraf	protein_coding	[34170843]	1	1320	195	176.4	177.6	175.9	191.5	153.7	164.9	186.7	-0.0536847327572581	7.48713123193294	0.678291299531468	1
X	-	chrX:8185328-8193511	ENSMUSG00000031168	Ebp	protein_coding	[8185332]	1	217	17.4	34.8	22.2	33.3	27.6	33.5	30.6	27.3	0.0907760501070923	4.95310931228698	0.678348247361951	1
12	+	chr12:4817607-4827657	ENSMUSG00000037361	Sf3b6	protein_coding	[4827259]	1	2042	254.3	268.1	277.1	271.3	293.5	286.5	246.8	283.6	0.047735827411506	8.10285050005415	0.678555353888116	1
8	+	chr8:4325209-4360019	ENSMUSG00000023235	Ccl25	protein_coding	[4359998]	1	49	8.7	3.8	8	4.6	8.3	10.5	4.4	6.1	0.282340577872042	3.12365684630107	0.678735404206334	1
8	+	chr8:22757743-22782846	ENSMUSG00000031538	Plat	protein_coding	[22782842]	1	1020	146.3	131	143.9	140.2	150.2	126.5	139.8	122.1	-0.0597398140497371	7.12113981243998	0.678881215545583	1
12	-	chr12:84373856-84409028	ENSMUSG00000021236	Entpd5	protein_coding	[84373877]	1	108	19.2	18.2	8.9	9.2	17.9	19.9	10.9	13.1	0.172175451773027	4.05273022304652	0.67892033921622	1
1	-	chr1:54985168-55027480	ENSMUSG00000025982	Sf3b1	protein_coding	[54987024, 54985171]	2	2426	323.9	309.7	351.7	350.6	374.8	202.8	338.6	357.3	-0.0714865779450681	8.35741856160757	0.679130654537943	1
14	+	chr14:122534323-122891099	ENSMUSG00000041650	Pcca	protein_coding	[122889824, 122655033, 122701503]	3	318	52.2	33.3	48.8	44.8	33.1	46	36	49.5	-0.0721269936252135	5.4865730642556	0.679237294585554	1
2	-	chr2:132239491-132247806	ENSMUSG00000027341	Tmem230	protein_coding	[132239493]	1	290	47	37.9	32	36.8	41.3	48.1	31.7	40.4	0.108036940010996	5.36143361939708	0.679436143596467	1
19	+	chr19:4099997-4113964	ENSMUSG00000024851	Pitpnm1	protein_coding	[4113963]	1	780	90.6	146.9	95	83.9	89.6	142.2	75.4	84.8	-0.101067128363087	6.70586367797023	0.679639332215021	1
3	-	chr3:153922356-153944631	ENSMUSG00000062908	Acadm	protein_coding	[153941601, 153922355]	2	101	19.2	16.7	8	14.9	16.5	17.8	6.6	11.1	-0.147684575042788	3.97087532596786	0.679662119379356	1
8	+	chr8:22859534-22943258	ENSMUSG00000031540	Kat6a	protein_coding	[22942665, 22943257]	2	998	137.6	140.9	144.8	126.5	155.7	71.1	144.2	148.4	-0.0883889968613737	7.08319915619601	0.679754165179101	1
10	-	chr10:45376619-45470200	ENSMUSG00000063804	Lin28b	protein_coding	[45376632]	1	150	20.9	18.9	19.5	25.3	22	17.8	17.5	20.2	-0.114085277832576	4.47540327153582	0.679830696049097	1
16	-	chr16:55899887-55934854	ENSMUSG00000022604	Cep97	protein_coding	[55899887]	1	337	31.3	56.8	41.7	37.9	44.1	36.6	41.5	59.5	0.0714960286631612	5.54433536276079	0.679912194158575	1
9	+	chr9:74861920-74891780	ENSMUSG00000043013	Onecut1	protein_coding	[74896577]	1	90	10.4	12.1	14.2	13.8	16.5	12.5	6.6	10.1	-0.200027273592774	3.82493040761086	0.679933391785354	1
7	+	chr7:80261214-80265373	ENSMUSG00000047084	Ngrn	protein_coding	[80265373]	1	964	139.3	118.9	141.2	132.2	146.1	108.7	122.3	132.2	-0.0604937947164513	7.04199437811295	0.679938171286875	1
9	+	chr9:44407713-44410404	ENSMUSG00000009927	Rps25	protein_coding	[44410193]	1	145	20.9	22	13.3	17.2	17.9	27.2	10.9	25.2	0.168544328872671	4.4266469952553	0.680041278123618	1
2	-	chr2:125563087-125625112	ENSMUSG00000068394	Cep152	protein_coding	[125563090]	1	116	17.4	9.8	20.4	19.5	16.5	9.4	17.5	16.1	-0.144355166465887	4.14771180488211	0.680211872449838	1
8	-	chr8:54520432-54529997	ENSMUSG00000054408	Spcs3	protein_coding	[54520438]	1	141	15.7	18.9	16	20.7	22	25.1	7.6	24.2	0.137839696541259	4.39131052134012	0.680367892061864	1
11	+	chr11:6415442-6419816	ENSMUSG00000071866	Ppia	protein_coding	[6419816]	1	3266	437.1	450.6	410.3	419.6	446.4	494.5	405.2	429	0.0476287538559658	8.77713107425707	0.680437378511047	1
17	+	chr17:28691341-28748403	ENSMUSG00000053436	Mapk14	protein_coding	[28748403]	1	318	38.3	47.7	34.6	42.5	52.4	49.1	24	50.5	0.0929463138032765	5.47898462363051	0.680487345020797	1
1	-	chr1:128588198-128592292	ENSMUSG00000045382	Cxcr4	protein_coding	[128588200]	1	293	40.1	34.8	40.9	37.9	53.7	25.1	38.2	47.4	0.0901825096965093	5.37604330887242	0.680864370421747	1
7	+	chr7:131410600-131446210	ENSMUSG00000030861	Acadsb	protein_coding	[131446205, 131445678]	2	527	62.7	77.2	60.4	72.4	71.6	66.9	72.1	76.7	0.0613960249359139	6.17775905875916	0.68089977035718	1
19	-	chr19:7225667-7241221	ENSMUSG00000024764	Naa40	protein_coding	[7225673]	1	945	97.5	128.7	120.8	139.1	161.2	61.7	137.6	161.5	0.0913253658690973	7.0041384545491	0.681083467687119	1
4	+	chr4:129058270-129085885	ENSMUSG00000028793	Rnf19b	protein_coding	[129084523]	1	1903	212.5	239.3	271.8	266.7	242.5	282.3	259.9	245.3	0.0504450728574758	7.99598524936548	0.6810982415929	1
19	-	chr19:53929676-53944626	ENSMUSG00000084957	Bbip1	protein_coding	[53931010]	1	516	71.4	67.4	78.2	64.4	56.5	73.2	73.2	64.6	-0.0650490844093805	6.14838225274335	0.681263194123935	1
2	-	chr2:18040675-18049050	ENSMUSG00000054074	Skida1	protein_coding	[18044341]	1	53	5.2	4.5	7.1	9.2	4.1	8.4	9.8	8.1	0.273161948391968	3.20682321375182	0.681346979211404	1
2	-	chr2:128926267-128944076	ENSMUSG00000027387	Zc3h8	protein_coding	[128926269]	1	247	38.3	28.8	32	31	28.9	41.8	37.1	29.3	0.120483817399832	5.14137906998473	0.681476104666531	1
7	-	chr7:28314897-28338718	ENSMUSG00000003435	Supt5	protein_coding	[28314897]	1	633	81.8	94.7	71.9	80.5	81.3	98.3	85.2	79.7	0.0621798759732548	6.43479199915731	0.681586914572713	1
X	-	chrX:16709281-16817365	ENSMUSG00000040147	Maob	protein_coding	[16709281]	1	123	22.6	14.4	18.6	16.1	23.4	10.5	16.4	14.1	-0.1438296044835	4.22374679742351	0.681692681009519	1
