chr	strand	gene_locus	gene_id	gene_name	gene_biotype	sites_position_cDNA	sites_num	cDNA_sum	c1.KO_WT1	c2.KO_WT2	c3.KO_WT3	c4.KO_WT4	t1.KO_HOM1	t2.KO_HOM2	t3.KO_HOM3	t4.KO_HOM4	logFC	logCPM	PValue	FDR
11	-	chr11:33211794-33513745	ENSMUSG00000040594	Ranbp17	protein_coding	[33352467]	1	169	11.8	12.4	7.8	21	22.6	17.8	14.7	9.2	0.284102989853005	3.99407662276091	0.398580473640958	0.881160749009443
X	-	chrX:78449612-78583895	ENSMUSG00000047996	Prrg1	protein_coding	[78449614]	1	120	7.6	8.3	10.6	10.9	12.5	11.5	8	13.2	0.276721474245718	3.5476886333386	0.398642344993241	0.881160749009443
5	+	chr5:105699968-105832435	ENSMUSG00000046079	Lrrc8d	protein_coding	[105814728, 105815080, 105815206]	3	1583	145.3	121	131.2	125.7	123.1	136.3	144.6	157.8	0.104118492435517	7.0995376815324	0.39867659035125	0.881160749009443
9	-	chr9:113963636-114046190	ENSMUSG00000032507	Fbxl2	protein_coding	[113978026]	1	64	6.9	7.6	4.2	6.2	6.2	5.2	4.7	3.3	-0.372058772491898	2.7834094752358	0.398709362961941	0.881160749009443
6	-	chr6:67035095-67037456	ENSMUSG00000036390	Gadd45a	protein_coding	[67035101]	1	77	10.4	8.3	4.2	7	2.3	9.2	6	4.6	-0.383521438615182	2.99665260761085	0.398733134632409	0.881160749009443
15	-	chr15:77078989-77307052	ENSMUSG00000033565	Rbfox2	protein_coding	[77078990]	1	6048	537.6	498.7	498.6	470.3	575.2	534.9	629.2	415.3	0.102922335242454	9.02605534187614	0.398910549405345	0.881235865329482
2	-	chr2:155701676-155729474	ENSMUSG00000038312	Edem2	protein_coding	[155702024]	1	318	22.8	26.3	27.5	25.6	41.3	31.1	26.1	19.1	0.191796559110001	4.84615527994907	0.398942600523014	0.881235865329482
6	-	chr6:60731574-60829854	ENSMUSG00000025889	Snca	protein_coding	[60731578]	1	6473	646.9	547.1	496.4	626.3	417	493.5	552.2	672.1	-0.117152553943263	9.12372539939426	0.399278702215435	0.881691825747054
19	+	chr19:60755986-60759912	ENSMUSG00000072437	Nanos1	protein_coding	[60759906]	1	141	15.2	11.1	11.3	6.2	14.8	10.4	16.1	11.9	0.251579416411504	3.75492938782431	0.399501603726762	0.881691825747054
9	-	chr9:61917279-61946798	ENSMUSG00000032254	Kif23	protein_coding	[61917279]	1	68	6.9	5.5	5.6	1.6	4.7	6.3	5.4	9.9	0.403035144864884	2.85006334360146	0.399536443667002	0.881691825747054
9	+	chr9:36821938-36878923	ENSMUSG00000032118	Fez1	protein_coding	[36848421, 36878919]	2	5237	483.6	476.5	455.5	443.2	444.3	474.5	473.9	349.2	-0.0936830043955645	8.81852413260642	0.399647140336833	0.881691825747054
15	+	chr15:79141350-79151773	ENSMUSG00000033020	Polr2f	protein_coding	[79151765]	1	801	70.6	74	74	69.8	81.1	61.5	66.3	57.4	-0.124571803597938	6.14024073085898	0.399650007651571	0.881691825747054
4	-	chr4:140026845-140246783	ENSMUSG00000040972	Igsf21	protein_coding	[140041655]	1	47	4.8	3.5	2.1	3.1	5.5	5.8	2.7	4.6	0.442050460545582	2.43646634788822	0.399675715116123	0.881691825747054
15	+	chr15:85037061-85062827	ENSMUSG00000022434	Fam118a	protein_coding	[85062827]	1	251	19.4	18.7	19.7	22.5	28.1	16.7	17.4	31.7	0.213641816383678	4.52483002029934	0.399773838218383	0.881714631327502
11	-	chr11:62316425-62458540	ENSMUSG00000018501	Ncor1	protein_coding	[62389764, 62400331, 62317003, 62401380, 62317501]	5	775	73.3	65	67	73	70.9	62.1	62.9	61.4	-0.116314378954428	6.09176332937364	0.400024163476975	0.881948324068271
12	-	chr12:87425839-87444016	ENSMUSG00000079036	Alkbh1	protein_coding	[87426169]	1	191	15.9	16.6	12	16.3	21	17.8	17.4	14.5	0.211725893860164	4.15420673267745	0.400116630222851	0.881948324068271
16	-	chr16:43980349-44027944	ENSMUSG00000036292	Gramd1c	protein_coding	[43980356]	1	46	3.5	2.8	2.8	3.9	2.3	4	2	9.9	0.509010116061571	2.41317711316557	0.400143221105049	0.881948324068271
7	+	chr7:127573339-127583304	ENSMUSG00000030815	Phkg2	protein_coding	[127583298]	1	352	33.2	30.4	32.4	16.3	32	33.9	32.8	29	0.176476059155417	4.97942618841326	0.401070185856806	0.883792781764579
7	+	chr7:30763755-30781062	ENSMUSG00000060962	Dmkn	protein_coding	[30781058]	1	62	4.2	4.8	8.5	7	3.9	4.6	6	4	-0.382858192585212	2.74675543384408	0.401306447156661	0.883792781764579
4	+	chr4:134510998-134523926	ENSMUSG00000078521	Aunip	protein_coding	[134523923]	1	54	5.5	6.2	2.1	7.8	5.5	5.2	2	3.3	-0.424969092888651	2.59089707975808	0.401400261689417	0.883792781764579
1	+	chr1:65282055-65389243	ENSMUSG00000025946	Pth2r	protein_coding	[65389621]	1	149	10.4	10.4	14.8	11.6	14	12.7	14.7	13.9	0.222516535469778	3.82663776202794	0.401462894488068	0.883792781764579
12	-	chr12:70991614-71015831	ENSMUSG00000085622	3110056K07Rik	antisense	[71006428]	1	251	24.9	24.2	21.2	21.7	15.6	21.9	26.1	16.5	-0.190813452477948	4.51966819998803	0.401521224295231	0.883792781764579
7	+	chr7:141122381-141157020	ENSMUSG00000025495	Ptdss2	protein_coding	[141156152, 141154316, 141143669]	3	537	40.1	36	51.5	47.3	44.4	37.4	52.2	61.4	0.15909458428371	5.57347195967411	0.401625671678565	0.883792781764579
7	+	chr7:39449517-39477412	ENSMUSG00000030424	Zfp939	transcribed_unprocessed_pseudogene	[39477414]	1	102	4.8	7.6	9.9	9.3	14.8	7.5	8.7	8.6	0.297918359552527	3.34608732026003	0.401646944360134	0.883792781764579
2	+	chr2:129065941-129096282	ENSMUSG00000027394	Ttl	protein_coding	[129096272]	1	2544	186.1	208.9	208	246	245.5	200.1	245	219.2	0.0988665895327025	7.78810237881537	0.401683995296227	0.883792781764579
9	-	chr9:59388257-59486617	ENSMUSG00000025234	Arih1	protein_coding	[59390109]	1	3842	343.8	379.7	309.6	332.2	342.2	341.6	326	270	-0.0938355009206871	8.37490753537534	0.401811413533405	0.883879508876372
10	+	chr10:111164801-111297246	ENSMUSG00000020189	Osbpl8	protein_coding	[111263258, 111294083, 111297237]	3	279	31.8	29.7	24	16.3	22.6	24.7	20.1	21.8	-0.196314805224386	4.6629552171478	0.40212570366288	0.884209934382586
19	+	chr19:16956117-17223931	ENSMUSG00000039126	Prune2	protein_coding	[17223930]	1	227	18.7	13.8	16.9	23.3	21	19	18.1	25.7	0.209484520503973	4.38612821224895	0.402201084435553	0.884209934382586
5	-	chr5:110274281-110286185	ENSMUSG00000029499	Pxmp2	protein_coding	[110274296]	1	259	19.4	13.8	24.7	23.3	14	21.9	22.1	37.6	0.246573615611463	4.56035279855625	0.40239290568768	0.884209934382586
2	-	chr2:130590001-130630037	ENSMUSG00000027300	Ubox5	protein_coding	[130591331]	1	76	4.8	4.8	4.9	8.5	5.5	10.4	6	6.6	0.336952189002547	2.98136850696005	0.402471291437927	0.884209934382586
1	-	chr1:169972306-170110761	ENSMUSG00000026674	Ddr2	protein_coding	[169972307]	1	167	9.7	12.4	14.1	16.3	21.8	9.2	12	21.1	0.272907842786682	3.98134858590582	0.40254034950611	0.884209934382586
11	-	chr11:84820855-84828993	ENSMUSG00000034449	Dhrs11	protein_coding	[84820726]	1	71	7.6	2.8	4.9	6.2	7	4.6	6	9.9	0.342375305781615	2.90415296174373	0.402542553461204	0.884209934382586
X	+	chrX:119927195-119930164	ENSMUSG00000034732	Pabpc5	protein_coding	[119934682]	1	197	15.2	19.4	14.8	13.2	18.7	13.8	23.4	17.2	0.207522936207988	4.19580931412683	0.402584556711371	0.884209934382586
2	-	chr2:37425499-37443170	ENSMUSG00000066798	Zbtb6	protein_coding	[37425835, 37425503]	2	672	58.1	62.9	68.4	52.8	60	48.3	60.2	53.5	-0.134423319955906	5.89020750048386	0.40274253913818	0.884209934382586
3	-	chr3:95307176-95315126	ENSMUSG00000093424	6330562C20Rik	antisense	[95311378]	1	202	18	18.7	17.6	20.2	14.8	19	20.1	10.6	-0.196649864940432	4.22831618488659	0.402753927698161	0.884209934382586
16	+	chr16:17144620-17160700	ENSMUSG00000041774	Ydjc	protein_coding	[17148842]	1	914	83	67.1	70.5	81.5	75.6	82.2	83	84.5	0.110822482154757	6.31955377350476	0.403127317155948	0.884721297016967
2	+	chr2:128126037-128162546	ENSMUSG00000027381	Bcl2l11	protein_coding	[128162545]	1	161	18	13.1	13.4	15.5	16.4	12.7	9.4	13.2	-0.228873401502977	3.9304673883653	0.403406489428711	0.884721297016967
17	-	chr17:35833920-35838305	ENSMUSG00000001525	Tubb5	protein_coding	[35834806]	1	45247	4209.2	4090.2	4097.7	3662.4	3919.6	4267.5	3892.1	2941.2	-0.0965156874194379	11.9242251137329	0.403594159241387	0.884721297016967
2	+	chr2:162943471-162974521	ENSMUSG00000035576	L3mbtl1	protein_coding	[162977126]	1	134	9.7	7.6	9.9	13.2	5.5	6.9	13.4	25.7	0.357952281499048	3.68873481564285	0.403675729789642	0.884721297016967
X	+	chrX:21484543-21489163	ENSMUSG00000068122	Agtr2	protein_coding	[21488824]	1	77	6.9	5.5	4.9	6.2	7.8	4.6	6.7	10.6	0.308023587172542	3.00059634022624	0.403676042831689	0.884721297016967
7	-	chr7:100082110-100121564	ENSMUSG00000030726	Pold3	protein_coding	[100082111]	1	264	22.8	20.1	21.9	19.4	17.9	24.2	24.1	29.7	0.195782786914416	4.58586431111349	0.403692055882977	0.884721297016967
X	+	chrX:162760401-162779091	ENSMUSG00000031353	Rbbp7	protein_coding	[162772561]	1	49	3.5	5.5	5.6	4.7	3.9	4.6	2	4	-0.395406800817169	2.48289203462196	0.403743694584673	0.884721297016967
15	-	chr15:58094046-58135081	ENSMUSG00000022360	Atad2	protein_coding	[58094044]	1	74	6.2	9	3.5	3.1	5.5	6.9	8.7	7.3	0.361183648068541	2.95001081990203	0.403800206460705	0.884721297016967
18	-	chr18:63010212-63387182	ENSMUSG00000041482	Piezo2	protein_coding	[63106193, 63010213]	2	269	17.3	26.3	24.7	17.1	31.2	19.6	16.7	33	0.220688814857543	4.61718426520848	0.403943567715712	0.884721297016967
3	+	chr3:4797557-4814910	ENSMUSG00000098659	1110015O18Rik	lincRNA	[4814904]	1	78	9	9.7	4.9	6.2	3.9	7.5	5.4	6.6	-0.329002782956444	3.01344920826693	0.404088905800193	0.884721297016967
7	-	chr7:27342132-27352647	ENSMUSG00000089832	Shkbp1	protein_coding	[27342136]	1	150	13.8	15.2	12.7	14	12.5	13.8	12	9.2	-0.222281312196372	3.83561592521398	0.404122915217951	0.884721297016967
14	-	chr14:30999825-31001671	ENSMUSG00000021917	Spcs1	protein_coding	[30999826]	1	3183	289.9	249	268.7	253.8	283.7	258.2	316.6	270.7	0.0878626852157199	8.10426856644031	0.404127965564463	0.884721297016967
11	+	chr11:53770013-53778373	ENSMUSG00000018899	Irf1	protein_coding	[53777319]	1	124	11.1	9	9.2	9.3	10.9	9.2	8.7	17.8	0.26776696140954	3.58945978844952	0.404263411485033	0.884721297016967
5	+	chr5:15934690-16374510	ENSMUSG00000040118	Cacna2d1	protein_coding	[16039074, 16103725]	2	226	21.4	19.4	15.5	15.5	28.8	20.7	20.7	13.9	0.209746083916052	4.38041242353277	0.40454486234662	0.884721297016967
9	+	chr9:109038564-109057776	ENSMUSG00000025647	Shisa5	protein_coding	[109056941, 109057717]	2	873	76.8	83	78.3	73.7	67.8	83.4	60.9	74.6	-0.115697740742875	6.25335800089966	0.404620127324277	0.884721297016967
7	-	chr7:130391525-130519960	ENSMUSG00000030850	Ate1	protein_coding	[130391488, 130495745, 130391688]	3	178	13.1	13.1	14.1	16.3	14.8	16.1	18.1	16.5	0.215683841051948	4.05947303606281	0.404669216677628	0.884721297016967
5	-	chr5:124004640-124032269	ENSMUSG00000066278	Vps37b	protein_coding	[124004641]	1	776	67.8	68.5	68.4	48.9	90.4	66.1	70.9	54.1	0.140534788275093	6.0917851703756	0.404679866674303	0.884721297016967
13	-	chr13:40715674-40733822	ENSMUSG00000021359	Tfap2a	protein_coding	[40715672, 40715303]	2	414	37.4	42.2	30.3	23.3	34.3	38	42.8	34.3	0.161136632877325	5.20401903691813	0.404736024051974	0.884721297016967
11	+	chr11:121421400-121431287	ENSMUSG00000039253	Fn3krp	protein_coding	[121431285]	1	209	18	10.4	16.2	21.7	21.8	21.3	14.7	19.8	0.23401039342311	4.27419161447672	0.405078284961796	0.884721297016967
10	-	chr10:43525120-43540993	ENSMUSG00000019797	1700021F05Rik	protein_coding	[43525212]	1	263	19.4	18	19	27.9	25.7	21.3	18.1	32.3	0.210393050897521	4.586423695734	0.40514222752915	0.884721297016967
17	-	chr17:25926426-25942231	ENSMUSG00000025728	Pigq	protein_coding	[25926427]	1	1255	107.2	116.2	98	127.3	110.7	111.6	91.7	103	-0.103758532902573	6.77459428244102	0.405202605257587	0.884721297016967
9	+	chr9:59750895-59928865	ENSMUSG00000039585	Myo9a	protein_coding	[59911707, 59894356, 59927197, 59869711]	4	201	15.9	18	18.3	11.6	23.4	14.4	18.1	19.1	0.204849842862296	4.22364465894721	0.405390111081228	0.884721297016967
11	-	chr11:60740057-60777364	ENSMUSG00000002814	Top3a	protein_coding	[60740058]	1	49	4.8	2.8	2.8	3.9	3.1	5.8	6	4	0.418000774951584	2.48087105068425	0.405462565658787	0.884721297016967
9	-	chr9:100552187-100571089	ENSMUSG00000070287	Slc35g2	protein_coding	[100552192]	1	47	5.5	3.5	2.1	2.3	3.9	3.5	6	5.3	0.444576816564565	2.43701646137028	0.405497160837836	0.884721297016967
5	+	chr5:24100604-24160791	ENSMUSG00000028986	Klhl7	protein_coding	[24128965]	1	74	9.7	4.8	6.3	7.8	2.3	7.5	5.4	6.6	-0.347376890432983	2.95066208374856	0.405514011348481	0.884721297016967
19	-	chr19:7425900-7483288	ENSMUSG00000024758	Rtn3	protein_coding	[7427001, 7425900]	2	15313	1327.6	1322.4	1317.3	1440.5	1237.7	1231.4	1325.9	1352.1	-0.0710540789746148	10.3670201545158	0.405750594244174	0.884721297016967
6	+	chr6:105677659-106699309	ENSMUSG00000064293	Cntn4	protein_coding	[106699304, 105703402, 106700139, 106236078, 105876791, 106674267]	6	619	48.4	66.4	55.7	53.6	56.1	44.9	55.6	47.5	-0.142633856949851	5.77522693248672	0.405815105969292	0.884721297016967
5	+	chr5:149678229-149762598	ENSMUSG00000051950	B3glct	protein_coding	[149762597, 149761774]	2	711	69.2	52.6	55	55.9	56.1	69	62.9	65.4	0.12801124001382	5.961103016151	0.405840679585977	0.884721297016967
19	-	chr19:5603016-5610093	ENSMUSG00000024926	Kat5	protein_coding	[5603016]	1	1023	88.6	99.6	86.7	89.3	73.3	98.3	82.3	82.5	-0.10664362645793	6.4771617646012	0.406219949576954	0.884721297016967
10	-	chr10:117277333-117282273	ENSMUSG00000069516	Lyz2	protein_coding	[117277333]	1	154	11.8	11.1	11.3	14	18.7	11.5	7.4	21.1	0.276936987307616	3.8720843503202	0.406316685761912	0.884721297016967
14	+	chr14:44988194-45003819	ENSMUSG00000037759	Ptger2	protein_coding	[45002667]	1	152	13.8	14.5	12.7	15.5	14	13.2	11.4	9.9	-0.220102146083907	3.85417360521662	0.406335856081433	0.884721297016967
X	+	chrX:73064786-73068190	ENSMUSG00000046287	Pnma3	protein_coding	[73068187]	1	938	80.9	67.1	78.3	84.6	90.4	78.8	77.6	89.1	0.110090454661097	6.36032585561735	0.406358760964217	0.884721297016967
1	-	chr1:75474568-75479306	ENSMUSG00000032997	Chpf	protein_coding	[75474575]	1	2172	188.2	193.7	177	159.9	174.6	203	180.7	208.6	0.0946901428686791	7.54924678947172	0.406428372203916	0.884721297016967
11	+	chr11:96464592-96759129	ENSMUSG00000057058	Skap1	protein_coding	[96758941]	1	126	19.4	10.4	7.1	10.9	7.8	12.7	8.7	9.2	-0.296642142182484	3.60826525014751	0.406455257717614	0.884721297016967
15	-	chr15:75551267-75567254	ENSMUSG00000022577	Ly6h	protein_coding	[75564746]	1	6437	595	538.8	614.2	534	547.1	637.3	498	452.2	-0.0957184461185744	9.11254095663667	0.406517629402643	0.884721297016967
19	+	chr19:3851772-3894368	ENSMUSG00000024843	Chka	protein_coding	[3894365]	1	913	85.1	84.4	70.5	88.5	77.9	62.7	82.3	80.5	-0.118041040962051	6.3255511737184	0.406530865152281	0.884721297016967
X	-	chrX:103957162-103981283	ENSMUSG00000056537	Rlim	protein_coding	[103957166]	1	740	53.3	76.1	74	63.6	63.1	55.8	64.9	60.1	-0.134348046214175	6.02578047462738	0.406582871032952	0.884721297016967
5	-	chr5:97082328-97111595	ENSMUSG00000055725	Paqr3	protein_coding	[97093271]	1	331	27.7	33.9	31	27.9	17.9	35.7	27.4	23.8	-0.182214325434091	4.89360603073193	0.406719712203624	0.884721297016967
12	-	chr12:111828457-111908054	ENSMUSG00000021285	Ppp1r13b	protein_coding	[111828458, 111834706]	2	700	60.2	60.9	57.8	48.9	65.5	62.1	81	44.2	0.14620993650822	5.94261023579608	0.40674124773551	0.884721297016967
7	-	chr7:34674467-34812710	ENSMUSG00000060402	Chst8	protein_coding	[34674759]	1	235	19.4	29.7	21.9	16.3	21	21.9	21.4	9.9	-0.237682079217023	4.43148272987359	0.406747329750528	0.884721297016967
17	+	chr17:46161031-46169369	ENSMUSG00000023952	Gtpbp2	protein_coding	[46169366]	1	315	33.9	21.4	20.4	21	10.1	32.2	32.8	40.3	0.263443183461905	4.82068877196613	0.406824566917013	0.884721297016967
X	-	chrX:142317992-142390534	ENSMUSG00000031278	Acsl4	protein_coding	[142317994]	1	3678	332.1	325.1	289.8	360.9	333.6	308.9	295.8	293.8	-0.0863776218311299	8.31603996220175	0.406879600580316	0.884721297016967
2	+	chr2:154613296-154646820	ENSMUSG00000059842	Zfp341	protein_coding	[154646815]	1	88	8.3	8.3	6.3	10.9	9.4	9.2	4.7	4	-0.304487487281573	3.16200759055701	0.406994312985117	0.884721297016967
9	+	chr9:77917363-77984518	ENSMUSG00000032349	Elovl5	protein_coding	[77984515]	1	4245	357	376.2	370.9	408.2	381.1	318.1	331.3	393.5	-0.0879381669623156	8.52431921832599	0.407022458144186	0.884721297016967
7	+	chr7:49778345-49858264	ENSMUSG00000030505	Prmt3	protein_coding	[49858249, 49861260]	2	796	67.8	74	77.6	65.2	67.8	64.4	62.9	68.7	-0.112462641210326	6.12699245241115	0.407136694494947	0.884721297016967
6	-	chr6:122317730-122340560	ENSMUSG00000040669	Phc1	protein_coding	[122317753, 122318299]	2	1732	129.4	136.9	167.1	141.3	166	161	152.6	136.7	0.10015323168744	7.23127501501813	0.407212313100225	0.884721297016967
19	+	chr19:48206024-48805504	ENSMUSG00000063434	Sorcs3	protein_coding	[48805497, 48738771]	2	312	27	31.1	28.2	27.2	24.9	28.2	19.4	28.4	-0.164147927819993	4.81734546871746	0.407219240508237	0.884721297016967
7	+	chr7:43797576-43803821	ENSMUSG00000064023	Klk8	protein_coding	[43803821]	1	112	10.4	11.8	10.6	9.3	7	10.9	4.7	11.9	-0.264804778071279	3.4588484639609	0.407289467163257	0.884721297016967
8	+	chr8:123805984-123835286	ENSMUSG00000019478	Rab4a	protein_coding	[123835283]	1	425	31.8	34.6	26.1	45.8	45.2	34.5	46.2	30.4	0.17453440943672	5.24934016340223	0.407302994564561	0.884721297016967
1	+	chr1:190170295-190217275	ENSMUSG00000079045	Prox1os	antisense	[190217277]	1	113	9.7	6.9	16.2	10.1	4.7	8.1	11.4	10.6	-0.290345376562046	3.47145642463415	0.40794097289302	0.88510871408857
19	-	chr19:5133687-5273118	ENSMUSG00000024855	Pacs1	protein_coding	[5133158, 5133687]	2	738	65.7	74.7	63.5	60.5	54.6	76.5	61.6	47.5	-0.132096642464324	6.01368908207244	0.408025702308489	0.88510871408857
5	+	chr5:107331158-107387057	ENSMUSG00000029279	Brdt	protein_coding	[107387059]	1	80	7.6	2.8	7.8	6.2	7	6.9	7.4	9.2	0.324492893743853	3.04483353423796	0.408045988554373	0.88510871408857
2	-	chr2:156311846-156312703	ENSMUSG00000046229	Scand1	protein_coding	[156311846]	1	1282	128	135.6	103.7	94.7	99	135.7	114.5	64.7	-0.156562720520217	6.79536117388341	0.408339122901923	0.88510871408857
5	-	chr5:110784487-110810096	ENSMUSG00000029512	Ulk1	protein_coding	[110784488]	1	4257	358.4	328.5	391.4	345.4	411.5	366.9	365.4	364.4	0.081946624217208	8.52284158763596	0.408400231428034	0.88510871408857
9	-	chr9:55011342-55026558	ENSMUSG00000032303	Chrna3	protein_coding	[55012529, 55011554]	2	231	24.2	26.3	16.9	17.1	17.9	19	16.1	21.1	-0.192364932728202	4.40810923163595	0.40852069055633	0.88510871408857
16	+	chr16:87454702-87483516	ENSMUSG00000025616	Usp16	protein_coding	[87464422, 87483510, 87473159]	3	517	43.6	42.2	43	38.8	37.4	54.6	46.9	45.6	0.148056396031425	5.51132621922111	0.408663529478462	0.88510871408857
11	-	chr11:50898711-50916164	ENSMUSG00000049321	Zfp2	protein_coding	[50898712, 50905990]	2	511	45	48.4	46.5	44.2	46.8	43.7	42.8	35	-0.133730237062262	5.50379013051906	0.408697524950419	0.88510871408857
18	+	chr18:80212741-80223532	ENSMUSG00000057130	Txnl4a	protein_coding	[80225848, 80223523]	2	127	11.1	6.9	12	9.3	21	6.9	13.4	8.6	0.31163260283692	3.62572660592728	0.408767177026761	0.88510871408857
10	-	chr10:128401394-128411491	ENSMUSG00000025374	Nabp2	protein_coding	[128401395]	1	630	54	51.9	57.8	62.9	42.9	61.5	47.5	53.5	-0.127528672240843	5.79306034519004	0.408846049400193	0.88510871408857
X	-	chrX:103066667-103067179	ENSMUSG00000086524	Pabpc1l2a-ps	processed_pseudogene	[103064742]	1	150	20.1	13.8	12	10.9	5.5	9.2	17.4	13.9	-0.298724055107228	3.8345492594447	0.408846099475842	0.88510871408857
19	-	chr19:55298300-55316031	ENSMUSG00000024982	Zdhhc6	protein_coding	[55298320]	1	333	38.1	29	27.5	26.4	28.1	28.8	26.1	25.1	-0.166445499319219	4.90732993451437	0.408968087441449	0.88510871408857
7	-	chr7:43695208-43797944	ENSMUSG00000097178	2310002F09Rik	lincRNA	[43747034]	1	42	3.5	3.5	4.9	5.4	5.5	1.2	1.3	4.6	-0.500542587259817	2.32171426535619	0.408971076648057	0.88510871408857
1	+	chr1:63730613-63754654	ENSMUSG00000025962	Fastkd2	protein_coding	[63752464]	1	259	22.1	21.4	26.8	24.1	19.5	21.9	18.7	23.8	-0.164261897860605	4.56399334148	0.409253980956695	0.88510871408857
9	-	chr9:108572310-108578738	ENSMUSG00000066357	Wdr6	protein_coding	[108572310]	1	4349	390.9	385.9	384.3	372.5	336.7	395.1	344.7	374.3	-0.0784254294966164	8.54899553518207	0.409312319501921	0.88510871408857
13	-	chr13:67589442-67609706	ENSMUSG00000058093	Zfp729b	protein_coding	[67589443]	1	58	3.5	3.5	7.1	9.3	3.9	5.2	4	4	-0.408302191693025	2.67112927139301	0.409353329748703	0.88510871408857
3	-	chr3:130695911-130709443	ENSMUSG00000041084	Ostc	protein_coding	[130695920]	1	5070	419.9	425.3	491.5	482	437.2	329.6	429.7	497.8	-0.103265543122561	8.78208792166328	0.409367171574476	0.88510871408857
2	+	chr2:130450277-130554025	ENSMUSG00000027303	Ptpra	protein_coding	[130554022]	1	51	2.8	4.8	2.8	4.7	5.5	5.2	5.4	4	0.399095642588862	2.52619068142916	0.409371761543835	0.88510871408857
13	-	chr13:35978796-36117356	ENSMUSG00000046573	Lyrm4	protein_coding	[35979459]	1	598	56	40.1	59.2	62.1	44.4	62.1	34.1	52.2	-0.16323337185627	5.72021081709871	0.409434256303159	0.88510871408857
8	-	chr8:69132668-69184224	ENSMUSG00000036306	Lzts1	protein_coding	[69132668]	1	1531	107.9	138.3	143.9	109.4	166	153	146.6	87.1	0.143749379373091	7.05442636668759	0.409554108216774	0.88510871408857
5	+	chr5:38220469-38234305	ENSMUSG00000067367	Lyar	protein_coding	[38234296]	1	314	27.7	21.4	13.4	38	39.7	21.9	32.8	24.4	0.236234519514713	4.83432845132648	0.409556077639341	0.88510871408857
11	-	chr11:61448441-61454130	ENSMUSG00000010086	Rnf112	protein_coding	[61448443]	1	1302	94.8	107.9	83.9	138.1	102.1	140.9	93.7	129.4	0.140934804174503	6.81870764991957	0.409565134832918	0.88510871408857
15	+	chr15:98632219-98644529	ENSMUSG00000003352	Cacnb3	protein_coding	[98644528]	1	1792	161.9	155.6	143.9	128.1	152.8	186.3	164	131.4	0.107345299389072	7.27253794603298	0.409693688829082	0.88510871408857
5	+	chr5:76951306-76967508	ENSMUSG00000029247	Paics	protein_coding	[76967502]	1	1203	103.8	96.8	96.6	102.4	115.4	95.5	98.4	120.8	0.101751592457918	6.71433963763804	0.409790480244928	0.88510871408857
13	-	chr13:108052589-108158624	ENSMUSG00000068184	Ndufaf2	protein_coding	[108052590]	1	335	26.3	27	28.9	41.1	21.8	24.2	30.8	31.7	-0.173988583607849	4.91882225739673	0.409931384561857	0.88510871408857
8	-	chr8:122628738-122699108	ENSMUSG00000006362	Cbfa2t3	protein_coding	[122628741]	1	238	17.3	15.9	21.2	21.7	17.9	25.3	18.7	24.4	0.200625670721254	4.44564373253671	0.409944557611528	0.88510871408857
17	+	chr17:63896017-64139493	ENSMUSG00000000127	Fer	protein_coding	[64139497, 64142415, 63911559]	3	168	13.8	9	11.3	18.6	13.2	13.8	12.7	23.1	0.264218977202298	3.98401682045248	0.409975189857661	0.88510871408857
2	-	chr2:119655445-119662826	ENSMUSG00000027305	Ndufaf1	protein_coding	[119655446]	1	208	16.6	15.2	17.6	17.1	16.4	17.3	21.4	21.1	0.197634654736863	4.26678076842865	0.410054482140827	0.88510871408857
11	-	chr11:41910202-42000856	ENSMUSG00000020436	Gabrg2	protein_coding	[41911713, 41911277, 41910358, 41910207]	4	1482	123.1	119	126.2	162.2	113	127.7	129.8	120.8	-0.105273399390482	7.01151466863508	0.410175002225195	0.88510871408857
14	+	chr14:27428846-27483551	ENSMUSG00000040651	Fam208a	protein_coding	[27483305, 27480923, 27469157, 27483551]	4	676	66.4	54.6	48.7	51.2	64.7	68.4	50.9	58.1	0.13129060849495	5.8913933733875	0.410260815984931	0.88510871408857
4	+	chr4:140986872-141007329	ENSMUSG00000036622	Atp13a2	protein_coding	[141007327]	1	2496	212.4	207.5	191.8	215	248.6	246.2	226.2	168.3	0.105217504681055	7.75407010333664	0.410372357134117	0.88510871408857
7	-	chr7:79735956-79743130	ENSMUSG00000030545	Pex11a	protein_coding	[79735957]	1	634	47.7	45	61.3	49.7	50.7	38	50.9	93.7	0.193281618836972	5.80654985972089	0.41038624394008	0.88510871408857
7	+	chr7:128523582-128546976	ENSMUSG00000030847	Bag3	protein_coding	[128546976]	1	184	16.6	14.5	12	14.7	17.9	16.1	10.7	23.8	0.23968212959243	4.10360847947831	0.410460979930835	0.88510871408857
1	-	chr1:180976209-181020903	ENSMUSG00000038776	Ephx1	protein_coding	[180989557]	1	94	5.5	9	4.9	9.3	10.1	8.6	6	11.2	0.322034552434219	3.2419457380257	0.410482866166463	0.88510871408857
19	-	chr19:5482344-5488401	ENSMUSG00000024906	Mus81	protein_coding	[5482841]	1	106	9.7	12.4	9.2	8.5	9.4	9.8	7.4	6.6	-0.268204496364082	3.39114125546835	0.410565660985528	0.88510871408857
10	+	chr10:110745438-110787383	ENSMUSG00000020185	E2f7	protein_coding	[110787368]	1	292	22.1	22.8	31	17.9	32.7	22.4	24.1	28.4	0.180546959399757	4.72875438915978	0.410793933045061	0.885410786159783
